timestep;price_power_EUR_MWh;trend_EUR_MWh_per_h;volatility_EUR_MWh
4,9662e6;64,93;0,42461538461538134;2,8076721811712773
4,9671e6;64,93;1,4079120879120852;2,7851092138968854
4,968e6;59,26;3,365274725274724;3,987208393002649
4,9689e6;59,26;4,293626373626373;4,778025018448844
4,9698e6;59,26;4,940659340659341;5,25934430933197
4,9707e6;59,26;5,3063736263736265;5,512836768014199
4,9716e6;59,25;6,414065934065935;6,6088041511072415
4,9725e6;59,25;7,068351648351649;7,178243214117619
4,9734e6;59,25;7,270549450549449;7,345296506556474
4,9743e6;59,25;7,020659340659342;7,138270637367826
4,9752e6;64,71;8,718681318681318;9,452887904952101
4,9761e6;64,71;10,404615384615385;11,050619602074065
4,977e6;64,71;11,358461538461537;11,859604514096127
4,9779e6;64,71;11,58021978021978;12,039898947527204
4,9788e6;72,06;12,887032967032962;13,448280034912862
4,9797e6;72,06;14,289670329670331;14,607248464112182
4,9806e6;72,06;14,8189010989011;15,021323476124163
4,9815e6;72,06;14,474725274725273;14,753358591981344
4,9824e6;79,82;12,382857142857144;13,313861198014648
4,9833e6;79,82;10,757142857142858;12,378152123802652
4,9842e6;79,82;8,574285714285715;10,997256476048925
4,9851e6;79,82;5,834285714285717;8,967825823464683
4,986e6;98,02;-0,2070329670329649;8,026361215331288
4,9869e6;98,02;-3,548131868131866;9,541774683074637
4,9878e6;98,02;-6,589010989010988;10,736675582511682
4,9887e6;98,02;-9,329670329670328;11,709598188818852
4,9896e6;111,8;-13,351208791208787;14,045887617888695
4,9905e6;111,8;-14,689010989010987;15,101573572279621
4,9914e6;111,8;-15,16021978021978;15,456251784658827
4,9923e6;111,8;-14,764835164835164;15,159206562011864
4,9932e6;105,17;-13,77978021978022;14,35053192974625
4,9941e6;105,17;-12,901978021978021;13,71375867233622
4,995e6;105,17;-11,257142857142858;12,433063755928156
4,9959e6;105,17;-8,845274725274725;10,27031932192758
4,9968e6;84,36;-6,365274725274725;6,879204821369907
4,9977e6;84,36;-6,203296703296706;6,74472776056251
4,9986e6;84,36;-5,615164835164837;6,232101653988087
4,9995e6;84,36;-4,600879120879123;5,2313166945783705
5,0004e6;72,37;-3,7683516483516506;3,9637469323343226
